UTC,Latitude,Longitude,Altitude,SOG (knots),COG (deg),IMU Heading (avg),Apparent Wind Speed (knots),Apparent Wind Angle (deg),AWS X-Component,AWS Y-Component,True Wind Speed (knots),True Wind Direction (deg),Speed Through Water (knots),STW X-Component,STW Y-Component,Current Speed (knots),Current Direction (deg),Current X-Component,Current Y-Component,Errors
00:,53.308365,-129.073200,-11912,6.21,100.24,158.07,0.00,0.00,0.00,0.00,6.05,275.34,0.00,0.00,0.00,6.05,95.34,6.02,-0.56,None
00:,53.309046,-129.059316,-12219,5.48,86.60,167.70,0.00,0.00,0.00,0.00,6.06,269.27,0.00,0.00,0.00,6.06,89.27,6.06,0.08,None
00:,53.310176,-129.045511,-11856,5.90,80.32,173.96,0.00,0.00,0.00,0.00,6.04,265.58,0.00,0.00,0.00,6.04,85.58,6.02,0.46,None
00:00,53.310062,-129.031715,-12456,5.76,90.45,163.98,0.00,0.00,0.00,0.00,5.98,272.15,0.00,0.00,0.00,5.98,92.15,5.97,-0.22,None
00:01,53.310271,-129.017133,-11970,6.47,84.36,164.85,0.00,0.00,0.00,0.00,6.43,264.43,0.00,0.00,0.00,6.43,84.43,6.40,0.62,None
01:03:01,53.309546,-129.002199,-15442,6.68,96.69,158.39,0.00,0.00,0.00,0.00,6.83,278.38,0.00,0.00,0.00,6.83,98.38,6.76,-1.00,None
01:08:02,53.308712,-128.986652,-12529,6.77,96.75,158.44,0.00,0.00,0.00,0.00,6.63,274.58,0.00,0.00,0.00,6.63,94.58,6.61,-0.53,None
01:02,53.307948,-128.970737,-11776,6.80,100.96,269.78,0.00,0.00,0.00,0.00,6.80,280.96,0.00,0.00,0.00,6.80,100.96,6.67,-1.29,None
01:03,53.306638,-128.954913,-14504,7.12,97.80,154.46,0.00,0.00,0.00,0.00,6.98,277.98,0.00,0.00,0.00,6.98,97.98,6.91,-0.97,None
01:04,53.305588,-128.938680,-14649,6.89,98.98,271.75,0.00,0.00,0.00,0.00,6.89,278.98,0.00,0.00,0.00,6.89,98.98,6.80,-1.08,None
01:05,53.304337,-128.922603,-12039,6.90,101.89,147.86,0.00,0.00,0.00,0.00,6.61,280.81,0.00,0.00,0.00,6.61,100.81,6.50,-1.24,None
01:06,53.301177,-128.907693,-15957,6.71,114.01,134.92,0.00,0.00,0.00,0.00,6.88,290.93,0.00,0.00,0.00,6.88,110.93,6.43,-2.46,None
01:06,53.294836,-128.896901,-12897,6.39,135.25,117.01,0.00,0.00,0.00,0.00,6.58,312.42,0.00,0.00,0.00,6.58,132.42,4.85,-4.44,None
01:06,53.287919,-128.886945,-15515,6.72,143.57,227.13,0.00,0.00,0.00,0.00,6.72,323.57,0.00,0.00,0.00,6.72,143.57,3.99,-5.40,None
01:07,53.281621,-128.877245,-12794,5.93,140.22,110.42,0.00,0.00,0.00,0.00,5.77,318.88,0.00,0.00,0.00,5.77,138.88,3.79,-4.34,None
01:08,53.275151,-128.868218,-11760,6.40,152.65,96.27,0.00,0.00,0.00,0.00,6.26,327.89,0.00,0.00,0.00,6.26,147.89,3.33,-5.30,None
01:08,53.268124,-128.858723,-9994,6.82,139.76,114.30,0.00,0.00,0.00,0.00,6.87,314.24,0.00,0.00,0.00,6.87,134.24,4.92,-4.79,None
02:03:09,53.261732,-128.848311,-10807,6.17,135.38,113.38,0.00,0.00,0.00,0.00,6.40,310.50,0.00,0.00,0.00,6.40,130.50,4.87,-4.16,None
02:08:09,53.255416,-128.837261,-11895,5.83,131.87,119.63,0.00,0.00,0.00,0.00,6.45,312.65,0.00,0.00,0.00,6.45,132.65,4.75,-4.37,None
02:09,53.249170,-128.826418,-13599,6.99,135.91,116.29,0.00,0.00,0.00,0.00,6.81,314.71,0.00,0.00,0.00,6.81,134.71,4.84,-4.79,None
02:,53.242473,-128.814744,-14687,6.88,133.77,118.40,0.00,0.00,0.00,0.00,6.84,313.78,0.00,0.00,0.00,6.84,133.78,4.94,-4.73,None
02:,53.236618,-128.804982,-13619,5.91,126.73,123.23,0.00,0.00,0.00,0.00,5.19,312.45,0.00,0.00,0.00,5.19,132.45,3.83,-3.50,None
02:,53.233370,-128.792949,-15357,5.50,107.83,143.84,0.00,0.00,0.00,0.00,5.43,285.69,0.00,0.00,0.00,5.43,105.69,5.23,-1.47,None
02:,53.228240,-128.781904,-14124,6.89,138.93,106.66,0.00,0.00,0.00,0.00,7.10,322.88,0.00,0.00,0.00,7.10,142.88,4.28,-5.66,None
02:,53.220711,-128.772126,-13240,6.66,143.07,106.28,0.00,0.00,0.00,0.00,6.72,323.46,0.00,0.00,0.00,6.72,143.46,4.00,-5.40,None
02:,53.213585,-128.762457,-12336,5.77,145.54,104.70,0.00,0.00,0.00,0.00,5.90,320.75,0.00,0.00,0.00,5.90,140.75,3.73,-4.57,None
02:,53.207145,-128.753651,-14784,6.18,139.62,107.83,0.00,0.00,0.00,0.00,6.31,319.53,0.00,0.00,0.00,6.31,139.53,4.10,-4.80,None
02:,53.200994,-128.743826,-10536,6.35,134.57,235.77,0.00,0.00,0.00,0.00,6.35,314.57,0.00,0.00,0.00,6.35,134.57,4.52,-4.45,None
02:,53.194929,-128.733889,-11574,6.85,135.59,115.97,0.00,0.00,0.00,0.00,6.81,315.01,0.00,0.00,0.00,6.81,135.01,4.81,-4.81,None
03:03:,53.188129,-128.723524,-13739,6.88,138.18,116.33,0.00,0.00,0.00,0.00,6.78,319.18,0.00,0.00,0.00,6.78,139.18,4.43,-5.13,None
03:08:,53.180852,-128.714196,-12930,7.10,143.95,108.16,0.00,0.00,0.00,0.00,6.97,322.72,0.00,0.00,0.00,6.97,142.72,4.22,-5.55,None
03:,53.174411,-128.706100,-11788,5.04,141.89,107.70,0.00,0.00,0.00,0.00,5.05,321.21,0.00,0.00,0.00,5.05,141.21,3.16,-3.93,None
03:,53.168894,-128.699432,-12556,5.23,147.22,100.06,0.00,0.00,0.00,0.00,5.04,328.68,0.00,0.00,0.00,5.04,148.68,2.62,-4.30,None
03:,53.162138,-128.694695,-11479,4.39,173.04,77.93,0.00,0.00,0.00,0.00,4.54,351.37,0.00,0.00,0.00,4.54,171.37,0.68,-4.49,None
03:,53.162162,-128.694360,-9517,2.45,172.10,81.36,0.00,0.00,0.00,0.00,2.66,353.96,0.00,0.00,0.00,2.66,173.96,0.28,-2.64,None
03:,53.160097,-128.694452,-10956,0.07,350.05,263.40,0.00,0.00,0.00,0.00,0.09,170.05,0.00,0.00,0.00,0.09,350.05,-0.02,0.09,None
03:,53.160092,-128.694446,-11779,0.06,150.97,22.59,0.00,0.00,0.00,0.00,0.06,330.97,0.00,0.00,0.00,0.06,150.97,0.03,-0.05,None
03:,53.160088,-128.694446,-9615,0.07,150.97,263.64,0.00,0.00,0.00,0.00,0.06,330.97,0.00,0.00,0.00,0.06,150.97,0.03,-0.05,None
03:,53.160089,-128.694414,-9495,0.08,275.99,22.99,0.00,0.00,0.00,0.00,0.08,95.99,0.00,0.00,0.00,0.08,275.99,-0.07,0.01,None
03:,53.160088,-128.694416,-8718,0.07,314.51,263.21,0.00,0.00,0.00,0.00,0.07,66.89,0.00,0.00,0.00,0.07,246.89,-0.07,-0.03,None
03:,53.160084,-128.694455,-10663,0.08,314.51,261.93,0.00,0.00,0.00,0.00,0.08,134.51,0.00,0.00,0.00,0.08,314.51,-0.06,0.06,None
04:03:,53.160087,-128.694442,-4999,0.03,31.02,261.47,0.00,0.00,0.00,0.00,0.09,201.75,0.00,0.00,0.00,0.09,21.75,0.03,0.08,None
04:08:,53.160083,-128.694451,-12531,0.03,14.25,260.43,0.00,0.00,0.00,0.00,0.06,194.25,0.00,0.00,0.00,0.06,14.25,0.01,0.06,None
04:,53.160088,-128.694448,-9527,0.06,294.81,21.95,0.00,0.00,0.00,0.00,0.06,114.81,0.00,0.00,0.00,0.06,294.81,-0.06,0.03,None
04:,53.160088,-128.694458,-12664,0.03,294.81,262.69,0.00,0.00,0.00,0.00,0.08,114.81,0.00,0.00,0.00,0.08,294.81,-0.07,0.03,None
04:,53.160091,-128.694453,-10325,0.08,294.81,22.57,0.00,0.00,0.00,0.00,0.08,114.81,0.00,0.00,0.00,0.08,294.81,-0.07,0.03,None
04:,53.160094,-128.694453,-10918,0.09,344.64,261.60,0.00,0.00,0.00,0.00,0.08,164.64,0.00,0.00,0.00,0.08,344.64,-0.02,0.08,None
04:,53.160077,-128.694441,-14631,0.13,216.59,262.66,0.00,0.00,0.00,0.00,0.06,83.56,0.00,0.00,0.00,0.06,263.56,-0.06,-0.01,None
04:,53.160088,-128.694423,-8424,0.11,216.59,262.32,0.00,0.00,0.00,0.00,0.06,36.59,0.00,0.00,0.00,0.06,216.59,-0.04,-0.05,None
04:,53.160089,-128.694423,-13405,0.04,216.29,260.61,0.00,0.00,0.00,0.00,0.05,36.29,0.00,0.00,0.00,0.05,216.29,-0.03,-0.04,None
04:,53.160118,-128.694423,-13171,0.14,359.09,261.01,0.00,0.00,0.00,0.00,0.20,176.48,0.00,0.00,0.00,0.20,356.48,-0.01,0.20,None
04:,53.160080,-128.694439,-10039,0.22,156.55,261.97,0.00,0.00,0.00,0.00,0.16,291.63,0.00,0.00,0.00,0.16,111.63,0.15,-0.06,None
04:,53.160076,-128.694451,-9539,0.11,160.15,260.60,0.00,0.00,0.00,0.00,0.10,340.15,0.00,0.00,0.00,0.10,160.15,0.03,-0.09,None
05:03:,53.160061,-128.694478,-11217,0.04,195.01,259.31,0.00,0.00,0.00,0.00,0.15,15.01,0.00,0.00,0.00,0.15,195.01,-0.04,-0.14,None
05:08:,53.160078,-128.694438,-6801,0.06,123.63,19.42,0.00,0.00,0.00,0.00,0.06,303.63,0.00,0.00,0.00,0.06,123.63,0.05,-0.04,None
05:,53.160088,-128.694442,-7562,0.03,44.81,261.69,0.00,0.00,0.00,0.00,0.08,224.81,0.00,0.00,0.00,0.08,44.81,0.05,0.05,None
05:,53.160095,-128.694481,-10316,0.19,249.21,20.82,0.00,0.00,0.00,0.00,0.19,69.21,0.00,0.00,0.00,0.19,249.21,-0.18,-0.07,None
05:,53.160083,-128.694472,-8744,0.06,225.16,261.99,0.00,0.00,0.00,0.00,0.22,47.16,0.00,0.00,0.00,0.22,227.16,-0.16,-0.15,None
05:,53.160074,-128.694487,-16613,0.10,142.91,260.28,0.00,0.00,0.00,0.00,0.11,322.91,0.00,0.00,0.00,0.11,142.91,0.07,-0.09,None
05:,53.160109,-128.694426,-7865,0.07,5.39,260.63,0.00,0.00,0.00,0.00,0.08,185.39,0.00,0.00,0.00,0.08,5.39,0.01,0.08,None
05:,53.160096,-128.694454,-10467,0.15,266.61,261.25,0.00,0.00,0.00,0.00,0.11,86.61,0.00,0.00,0.00,0.11,266.61,-0.11,-0.01,None
05:,53.160081,-128.694445,-10553,0.04,56.72,260.31,0.00,0.00,0.00,0.00,0.10,236.72,0.00,0.00,0.00,0.10,56.72,0.08,0.05,None
05:,53.160088,-128.694452,-11667,0.07,147.65,260.48,0.00,0.00,0.00,0.00,0.06,327.65,0.00,0.00,0.00,0.06,147.65,0.03,-0.05,None
05:,53.160106,-128.694469,-6162,0.13,296.83,260.64,0.00,0.00,0.00,0.00,0.06,41.23,0.00,0.00,0.00,0.06,221.23,-0.04,-0.04,None
05:,53.160082,-128.694414,-10410,0.01,185.94,261.07,0.00,0.00,0.00,0.00,0.10,5.94,0.00,0.00,0.00,0.10,185.94,-0.01,-0.10,None
06:03:,53.160089,-128.694453,-8449,0.03,185.94,260.57,0.00,0.00,0.00,0.00,0.05,5.94,0.00,0.00,0.00,0.05,185.94,-0.00,-0.05,None
06:08:,53.160118,-128.694456,-7879,0.01,185.94,258.47,0.00,0.00,0.00,0.00,0.07,5.94,0.00,0.00,0.00,0.07,185.94,-0.01,-0.07,None
06:,53.160109,-128.694420,-17038,0.10,86.81,18.89,0.00,0.00,0.00,0.00,0.10,266.81,0.00,0.00,0.00,0.10,86.81,0.10,0.01,None
06:,53.160091,-128.694451,-13562,0.09,274.11,259.29,0.00,0.00,0.00,0.00,0.08,94.11,0.00,0.00,0.00,0.08,274.11,-0.08,0.01,None
06:,53.160082,-128.694413,-13265,0.09,190.57,258.56,0.00,0.00,0.00,0.00,0.13,13.06,0.00,0.00,0.00,0.13,193.06,-0.03,-0.13,None
06:,53.160086,-128.694456,-11890,0.07,309.80,259.18,0.00,0.00,0.00,0.00,0.32,116.88,0.00,0.00,0.00,0.32,296.88,-0.28,0.14,None
06:,53.160081,-128.694441,-11692,0.09,27.73,258.17,0.00,0.00,0.00,0.00,0.19,180.28,0.00,0.00,0.00,0.19,0.28,0.00,0.19,None
06:,53.160100,-128.694437,-8193,0.09,67.66,260.66,0.00,0.00,0.00,0.00,0.06,247.66,0.00,0.00,0.00,0.06,67.66,0.05,0.02,None
06:,53.160090,-128.694433,-9849,0.05,106.94,258.73,0.00,0.00,0.00,0.00,0.08,330.92,0.00,0.00,0.00,0.08,150.92,0.04,-0.07,None
06:,53.160071,-128.694423,-8721,0.06,90.53,16.78,0.00,0.00,0.00,0.00,0.06,270.53,0.00,0.00,0.00,0.06,90.53,0.06,-0.00,None
06:,53.160089,-128.694449,-8242,0.05,27.01,257.29,0.00,0.00,0.00,0.00,0.06,207.01,0.00,0.00,0.00,0.06,27.01,0.03,0.06,None
06:,53.160094,-128.694465,-7281,0.04,0.86,259.06,0.00,0.00,0.00,0.00,0.12,316.77,0.00,0.00,0.00,0.12,136.77,0.09,-0.09,None
07:03:,53.160100,-128.694466,-11428,0.13,2.01,259.43,0.00,0.00,0.00,0.00,0.23,221.49,0.00,0.00,0.00,0.23,41.49,0.15,0.17,None
07:08:,53.160087,-128.694438,-11483,0.09,144.58,260.10,0.00,0.00,0.00,0.00,0.06,324.58,0.00,0.00,0.00,0.06,144.58,0.04,-0.05,None
07:,53.160084,-128.694434,-7962,0.07,298.08,17.51,0.00,0.00,0.00,0.00,0.07,118.08,0.00,0.00,0.00,0.07,298.08,-0.06,0.03,None
07:,53.160088,-128.694457,-9082,0.04,328.66,257.29,0.00,0.00,0.00,0.00,0.06,148.66,0.00,0.00,0.00,0.06,328.66,-0.03,0.05,None
07:,53.160083,-128.694421,-7148,0.15,28.15,257.83,0.00,0.00,0.00,0.00,0.08,208.15,0.00,0.00,0.00,0.08,28.15,0.04,0.07,None
07:,53.160093,-128.694453,-11646,0.08,347.66,258.64,0.00,0.00,0.00,0.00,0.05,167.66,0.00,0.00,0.00,0.05,347.66,-0.01,0.05,None
07:,53.160103,-128.694458,-10383,0.09,221.02,257.96,0.00,0.00,0.00,0.00,0.07,41.02,0.00,0.00,0.00,0.07,221.02,-0.05,-0.05,None
07:,53.160095,-128.694454,-9461,0.07,57.65,257.67,0.00,0.00,0.00,0.00,0.05,237.65,0.00,0.00,0.00,0.05,57.65,0.04,0.03,None
07:,53.160092,-128.694448,-4771,0.15,342.58,256.18,0.00,0.00,0.00,0.00,0.06,162.58,0.00,0.00,0.00,0.06,342.58,-0.02,0.05,None
07:,53.160116,-128.694456,-8293,0.21,36.28,258.49,0.00,0.00,0.00,0.00,0.07,216.28,0.00,0.00,0.00,0.07,36.28,0.04,0.06,None
07:,53.160105,-128.694442,-4037,0.15,254.60,258.36,0.00,0.00,0.00,0.00,0.07,74.60,0.00,0.00,0.00,0.07,254.60,-0.07,-0.02,None
07:,53.160088,-128.694442,-5275,0.09,349.15,258.11,0.00,0.00,0.00,0.00,0.08,169.15,0.00,0.00,0.00,0.08,349.15,-0.01,0.08,None
08:03:,53.160092,-128.694438,-8119,0.05,160.56,256.40,0.00,0.00,0.00,0.00,0.12,5.85,0.00,0.00,0.00,0.12,185.85,-0.01,-0.12,None
08:08:,53.160089,-128.694450,-14757,0.09,175.31,258.41,0.00,0.00,0.00,0.00,0.12,327.40,0.00,0.00,0.00,0.12,147.40,0.07,-0.11,None
08:,53.160072,-128.694459,-11340,0.03,340.47,257.68,0.00,0.00,0.00,0.00,0.07,76.00,0.00,0.00,0.00,0.07,256.00,-0.07,-0.02,None
08:,53.160094,-128.694453,-11101,0.11,5.75,258.96,0.00,0.00,0.00,0.00,0.07,185.75,0.00,0.00,0.00,0.07,5.75,0.01,0.07,None
08:,53.160105,-128.694458,-8502,0.06,237.03,258.92,0.00,0.00,0.00,0.00,0.09,57.03,0.00,0.00,0.00,0.09,237.03,-0.07,-0.05,None
08:,53.160095,-128.694453,-9383,0.09,236.56,258.29,0.00,0.00,0.00,0.00,0.08,56.56,0.00,0.00,0.00,0.08,236.56,-0.07,-0.04,None
08:,53.160086,-128.694433,-10962,0.12,236.56,258.58,0.00,0.00,0.00,0.00,0.05,56.56,0.00,0.00,0.00,0.05,236.56,-0.04,-0.03,None
08:,53.160100,-128.694457,-10394,0.04,133.27,259.72,0.00,0.00,0.00,0.00,0.07,313.27,0.00,0.00,0.00,0.07,133.27,0.05,-0.05,None
08:,53.160106,-128.694439,-5661,0.10,26.22,258.79,0.00,0.00,0.00,0.00,0.10,210.83,0.00,0.00,0.00,0.10,30.83,0.05,0.08,None
08:,53.160076,-128.694445,-5552,0.08,190.72,257.40,0.00,0.00,0.00,0.00,0.09,20.42,0.00,0.00,0.00,0.09,200.42,-0.03,-0.09,None
08:,53.160128,-128.694470,-12207,0.15,199.27,257.23,0.00,0.00,0.00,0.00,0.10,19.27,0.00,0.00,0.00,0.10,199.27,-0.03,-0.09,None
08:,53.160148,-128.694445,-23514,0.06,124.66,257.44,0.00,0.00,0.00,0.00,0.10,222.14,0.00,0.00,0.00,0.10,42.14,0.07,0.07,None
09:03:,53.160094,-128.694482,-9466,0.15,33.15,259.40,0.00,0.00,0.00,0.00,0.10,201.64,0.00,0.00,0.00,0.10,21.64,0.04,0.10,None
09:08:,53.160089,-128.694450,-9170,0.10,206.88,18.15,0.00,0.00,0.00,0.00,0.10,26.88,0.00,0.00,0.00,0.10,206.88,-0.05,-0.09,None
09:,53.160072,-128.694433,-12620,0.04,125.02,259.11,0.00,0.00,0.00,0.00,0.06,305.02,0.00,0.00,0.00,0.06,125.02,0.05,-0.03,None
09:,53.160087,-128.694435,-11667,0.08,94.97,17.20,0.00,0.00,0.00,0.00,0.08,274.97,0.00,0.00,0.00,0.08,94.97,0.08,-0.01,None
09:,53.160097,-128.694438,-11877,0.08,243.31,258.05,0.00,0.00,0.00,0.00,0.10,96.22,0.00,0.00,0.00,0.10,276.22,-0.10,0.01,None
09:,53.160097,-128.694439,-13847,0.12,185.12,17.51,0.00,0.00,0.00,0.00,0.12,5.12,0.00,0.00,0.00,0.12,185.12,-0.01,-0.11,None
09:00,53.160087,-128.694418,-11588,0.29,50.39,258.79,0.00,0.00,0.00,0.00,0.17,217.61,0.00,0.00,0.00,0.17,37.61,0.10,0.13,None
09:00,53.160084,-128.694463,-7610,0.04,47.56,258.30,0.00,0.00,0.00,0.00,0.09,227.56,0.00,0.00,0.00,0.09,47.56,0.06,0.06,None
09:01,53.160087,-128.694432,-8346,0.15,53.53,258.13,0.00,0.00,0.00,0.00,0.16,233.53,0.00,0.00,0.00,0.16,53.53,0.13,0.10,None
09:02,53.160087,-128.694447,-5927,0.14,39.02,258.61,0.00,0.00,0.00,0.00,0.15,224.56,0.00,0.00,0.00,0.15,44.56,0.11,0.11,None
09:02,53.160083,-128.694450,-5665,0.18,182.30,259.30,0.00,0.00,0.00,0.00,0.06,2.30,0.00,0.00,0.00,0.06,182.30,-0.00,-0.06,None
09:02,53.160080,-128.694453,-8377,0.08,223.15,20.15,0.00,0.00,0.00,0.00,0.08,43.15,0.00,0.00,0.00,0.08,223.15,-0.06,-0.06,None
04:05,53.160088,-128.694437,-9451,0.04,295.76,260.69,0.00,0.00,0.00,0.00,0.18,33.36,0.00,0.00,0.00,0.18,213.36,-0.10,-0.15,None
09:05,53.160061,-128.694491,-13367,0.08,135.20,260.19,0.00,0.00,0.00,0.00,0.20,23.56,0.00,0.00,0.00,0.20,203.56,-0.08,-0.18,None
05,53.160102,-128.694428,-13452,0.12,269.91,259.12,0.00,0.00,0.00,0.00,0.06,89.91,0.00,0.00,0.00,0.06,269.91,-0.06,-0.00,None
05,53.160084,-128.694449,-10649,0.13,258.21,259.16,0.00,0.00,0.00,0.00,0.15,75.07,0.00,0.00,0.00,0.15,255.07,-0.15,-0.04,None
05,53.160087,-128.694460,-12603,0.04,85.99,260.73,0.00,0.00,0.00,0.00,0.10,265.99,0.00,0.00,0.00,0.10,85.99,0.10,0.01,None
06,53.160081,-128.694455,-7586,0.09,108.56,261.14,0.00,0.00,0.00,0.00,0.32,306.33,0.00,0.00,0.00,0.32,126.33,0.26,-0.19,None
06,53.160079,-128.694439,-13551,0.02,188.23,259.26,0.00,0.00,0.00,0.00,0.10,8.23,0.00,0.00,0.00,0.10,188.23,-0.01,-0.10,None
07,53.160098,-128.694452,-8339,0.11,49.42,258.86,0.00,0.00,0.00,0.00,0.09,9.24,0.00,0.00,0.00,0.09,189.24,-0.01,-0.09,None
07,53.160121,-128.694413,-15155,0.01,259.88,260.50,0.00,0.00,0.00,0.00,0.09,125.59,0.00,0.00,0.00,0.09,305.59,-0.07,0.05,None
07,53.160095,-128.694454,-13288,0.02,113.94,259.56,0.00,0.00,0.00,0.00,0.12,293.94,0.00,0.00,0.00,0.12,113.94,0.11,-0.05,None
08,53.160059,-128.694468,-10561,0.12,228.30,258.81,0.00,0.00,0.00,0.00,0.11,48.30,0.00,0.00,0.00,0.11,228.30,-0.08,-0.07,None
09,53.160103,-128.694458,-13304,0.21,262.36,259.17,0.00,0.00,0.00,0.00,0.10,82.36,0.00,0.00,0.00,0.10,262.36,-0.10,-0.01,None
04:,53.160124,-128.694429,-14872,0.13,344.22,260.14,0.00,0.00,0.00,0.00,0.08,164.22,0.00,0.00,0.00,0.08,344.22,-0.02,0.08,None
09:,53.160090,-128.694439,-11116,0.11,350.38,259.38,0.00,0.00,0.00,0.00,0.07,170.38,0.00,0.00,0.00,0.07,350.38,-0.01,0.07,None
,53.160072,-128.694429,-10801,0.10,286.44,260.85,0.00,0.00,0.00,0.00,0.14,111.00,0.00,0.00,0.00,0.14,291.00,-0.13,0.05,None
,53.160082,-128.694415,-10161,0.13,213.55,21.15,0.00,0.00,0.00,0.00,0.13,33.55,0.00,0.00,0.00,0.13,213.55,-0.07,-0.11,None
,53.160082,-128.694447,-13423,0.17,23.39,260.89,0.00,0.00,0.00,0.00,0.13,203.39,0.00,0.00,0.00,0.13,23.39,0.05,0.12,None
,53.160094,-128.694476,-10760,0.16,147.92,261.73,0.00,0.00,0.00,0.00,0.10,310.39,0.00,0.00,0.00,0.10,130.39,0.07,-0.06,None
,53.160077,-128.694467,-14966,0.02,204.80,260.94,0.00,0.00,0.00,0.00,0.10,24.80,0.00,0.00,0.00,0.10,204.80,-0.04,-0.09,None
,53.160065,-128.694472,-13037,0.11,80.17,260.44,0.00,0.00,0.00,0.00,0.08,260.17,0.00,0.00,0.00,0.08,80.17,0.08,0.01,None
,53.160119,-128.694450,-20545,0.19,300.29,19.99,0.00,0.00,0.00,0.00,0.19,120.29,0.00,0.00,0.00,0.19,300.29,-0.17,0.10,None
,53.160086,-128.694432,-8973,0.02,226.12,260.21,0.00,0.00,0.00,0.00,0.08,46.12,0.00,0.00,0.00,0.08,226.12,-0.06,-0.06,None
,53.160081,-128.694455,-6150,0.05,326.66,21.21,0.00,0.00,0.00,0.00,0.05,146.66,0.00,0.00,0.00,0.05,326.66,-0.03,0.04,None
,53.160080,-128.694469,-9209,0.09,65.17,260.12,0.00,0.00,0.00,0.00,0.13,181.67,0.00,0.00,0.00,0.13,1.67,0.00,0.13,None
04:,53.160076,-128.694437,-20903,0.16,192.10,19.33,0.00,0.00,0.00,0.00,0.16,12.10,0.00,0.00,0.00,0.16,192.10,-0.03,-0.16,None
09:,53.160102,-128.694421,-13367,0.03,42.51,260.25,0.00,0.00,0.00,0.00,0.08,222.51,0.00,0.00,0.00,0.08,42.51,0.06,0.06,None
,53.160108,-128.694427,-10655,0.22,334.75,261.53,0.00,0.00,0.00,0.00,0.14,150.07,0.00,0.00,0.00,0.14,330.07,-0.07,0.12,None
,53.160120,-128.694385,-1542,0.50,229.46,260.15,0.00,0.00,0.00,0.00,0.85,311.18,0.00,0.00,0.00,0.85,131.18,0.64,-0.56,None
,53.160110,-128.694460,-8876,0.16,312.75,258.80,0.00,0.00,0.00,0.00,0.04,201.97,0.00,0.00,0.00,0.04,21.97,0.02,0.04,None
,53.160053,-128.694410,-6217,0.05,339.75,259.38,0.00,0.00,0.00,0.00,0.25,159.75,0.00,0.00,0.00,0.25,339.75,-0.09,0.24,None
,53.160086,-128.694450,-7895,0.56,317.98,258.76,0.00,0.00,0.00,0.00,0.17,156.11,0.00,0.00,0.00,0.17,336.11,-0.07,0.15,None
,53.160077,-128.694450,-11759,0.32,197.94,259.02,0.00,0.00,0.00,0.00,0.46,123.41,0.00,0.00,0.00,0.46,303.41,-0.39,0.26,None
,53.160077,-128.694445,-15499,0.04,315.58,258.10,0.00,0.00,0.00,0.00,0.07,135.58,0.00,0.00,0.00,0.07,315.58,-0.05,0.05,None
,53.160063,-128.694478,-15291,0.41,253.71,19.36,0.00,0.00,0.00,0.00,0.41,73.71,0.00,0.00,0.00,0.41,253.71,-0.39,-0.11,None
,53.160085,-128.694479,-11405,0.12,188.48,20.58,0.00,0.00,0.00,0.00,0.12,8.48,0.00,0.00,0.00,0.12,188.48,-0.02,-0.12,None
,53.160097,-128.694472,-13174,0.31,235.39,258.35,0.00,0.00,0.00,0.00,0.36,81.83,0.00,0.00,0.00,0.36,261.83,-0.35,-0.05,None
04:,53.160059,-128.694525,-7943,0.20,201.06,258.08,0.00,0.00,0.00,0.00,0.20,318.52,0.00,0.00,0.00,0.20,138.52,0.13,-0.15,None
09:,53.160095,-128.694456,-15234,0.03,141.20,262.04,0.00,0.00,0.00,0.00,0.07,321.20,0.00,0.00,0.00,0.07,141.20,0.05,-0.06,None
,53.160090,-128.694475,-11394,0.08,185.61,254.16,0.00,0.00,0.00,0.00,0.07,5.61,0.00,0.00,0.00,0.07,185.61,-0.01,-0.07,None
,53.160092,-128.694475,-8696,0.29,262.49,257.22,0.00,0.00,0.00,0.00,0.14,113.06,0.00,0.00,0.00,0.14,293.06,-0.13,0.06,None
,53.160086,-128.694485,-7594,0.20,52.46,258.64,0.00,0.00,0.00,0.00,0.11,232.46,0.00,0.00,0.00,0.11,52.46,0.09,0.07,None
,53.160089,-128.694470,-12773,0.13,131.52,20.47,0.00,0.00,0.00,0.00,0.13,311.52,0.00,0.00,0.00,0.13,131.52,0.10,-0.09,None
,53.160093,-128.694476,-12799,0.05,342.58,264.14,0.00,0.00,0.00,0.00,0.08,162.58,0.00,0.00,0.00,0.08,342.58,-0.02,0.08,None
,53.160069,-128.694460,-21190,0.11,317.81,266.08,0.00,0.00,0.00,0.00,0.08,137.81,0.00,0.00,0.00,0.08,317.81,-0.05,0.06,None
,53.160067,-128.694473,-13607,0.25,150.96,268.16,0.00,0.00,0.00,0.00,0.13,314.42,0.00,0.00,0.00,0.13,134.42,0.10,-0.09,None
,53.160099,-128.694454,-9550,0.15,328.32,240.71,0.00,0.00,0.00,0.00,0.07,136.19,0.00,0.00,0.00,0.07,316.19,-0.05,0.05,None
,53.160081,-128.694472,-8874,0.08,12.58,260.63,0.00,0.00,0.00,0.00,0.07,192.58,0.00,0.00,0.00,0.07,12.58,0.02,0.07,None
,53.160087,-128.694451,-12508,0.13,298.67,259.90,0.00,0.00,0.00,0.00,0.10,118.67,0.00,0.00,0.00,0.10,298.67,-0.09,0.05,None
04:,53.160081,-128.694453,-12395,0.15,54.02,259.46,0.00,0.00,0.00,0.00,0.07,200.29,0.00,0.00,0.00,0.07,20.29,0.02,0.07,None
