UTC,Latitude,Longitude,Altitude,SOG (knots),COG (deg),IMU Heading (avg),Apparent Wind Speed (knots),Apparent Wind Angle (deg),AWS X-Component,AWS Y-Component,True Wind Speed (knots),True Wind Direction (deg),Speed Through Water (knots),STW X-Component,STW Y-Component,Current Speed (knots),Current Direction (deg),Current X-Component,Current Y-Component,Errors
,50.502633,-126.328239,-17628,6.01,210.56,39.73,10.53,49.96,8.06,6.77,16.31,43.76,4.69,1.57,4.42,10.57,206.94,-4.79,-9.43,None
,50.496428,-126.336629,-17041,5.80,225.06,24.53,10.53,49.96,8.06,6.77,16.49,48.99,4.69,1.57,4.42,10.34,215.11,-5.95,-8.46,None
,50.490523,-126.345866,-19319,6.19,222.69,25.96,10.53,49.96,8.06,6.77,16.57,49.92,4.69,1.57,4.42,10.36,216.65,-6.18,-8.31,None
00:,50.485285,-126.355164,-15120,4.00,321.07,290.79,10.53,49.96,8.06,6.77,15.21,53.72,4.69,1.57,4.42,8.79,220.96,-5.76,-6.64,None
05:,50.490993,-126.363289,-15168,6.22,312.18,306.74,10.53,49.96,8.06,6.77,12.26,76.23,4.69,1.57,4.42,5.44,264.10,-5.41,-0.56,None
,50.496721,-126.371773,-15641,5.67,319.67,61.56,10.53,49.96,8.06,6.77,11.98,78.18,4.69,1.57,4.42,5.24,268.94,-5.24,-0.10,None
,50.501985,-126.379494,-12885,4.67,306.62,308.37,10.53,49.96,8.06,6.77,12.01,73.07,4.69,1.57,4.42,5.13,257.15,-5.00,-1.14,None
,50.506730,-126.387458,-13559,5.30,314.44,304.49,10.53,49.96,8.06,6.77,11.95,75.34,4.69,1.57,4.42,5.12,262.50,-5.07,-0.67,None
,50.512171,-126.395712,-12149,5.43,298.50,76.55,10.53,49.96,8.06,6.77,13.50,71.95,4.69,1.57,4.42,6.60,253.94,-6.34,-1.83,None
,50.514317,-126.405615,-12181,5.91,209.96,34.27,10.53,49.96,8.06,6.77,16.01,39.98,4.69,1.57,4.42,10.61,200.95,-3.79,-9.91,None
,50.507659,-126.413322,-16792,6.35,215.62,154.43,10.53,49.96,8.06,6.77,16.75,44.58,4.69,1.57,4.42,10.93,208.81,-5.27,-9.58,None
,50.501996,-126.422890,-15850,6.44,234.34,17.64,10.53,49.96,8.06,6.77,16.69,51.27,4.69,1.57,4.42,10.39,218.91,-6.53,-8.09,None
,50.497605,-126.434408,-17951,6.04,246.89,8.00,10.53,49.96,8.06,6.77,16.33,54.09,4.69,1.57,4.42,9.87,223.00,-6.73,-7.22,None
,50.493538,-126.446034,-20937,5.70,240.04,8.54,10.53,49.96,8.06,6.77,16.63,55.56,4.69,1.57,4.42,10.09,225.69,-7.22,-7.05,None
,50.488737,-126.455698,-15688,5.78,228.21,26.13,10.53,49.96,8.06,6.77,16.45,46.94,4.69,1.57,4.42,10.45,211.91,-5.53,-8.87,None
00:00:,50.486173,-126.464069,-14513,6.31,325.00,294.69,10.53,49.96,8.06,6.77,11.10,79.49,4.69,1.57,4.42,4.44,274.28,-4.42,0.33,None
00:05:,50.492542,-126.472819,-15653,6.13,311.83,303.18,10.53,49.96,8.06,6.77,12.79,79.10,4.69,1.57,4.42,6.06,269.42,-6.06,-0.06,None
00:,50.498263,-126.482480,-15016,5.81,304.63,74.04,10.53,49.96,8.06,6.77,13.30,74.87,4.69,1.57,4.42,6.45,260.03,-6.35,-1.12,None
00:,50.502809,-126.493029,-13654,5.71,298.51,323.35,10.53,49.96,8.06,6.77,13.76,72.87,4.69,1.57,4.42,6.87,255.70,-6.66,-1.70,None
00:,50.506130,-126.504512,-18636,5.91,291.42,330.34,10.53,49.96,8.06,6.77,14.38,71.69,4.69,1.57,4.42,7.48,253.21,-7.16,-2.16,None
00:,50.509076,-126.516328,-15424,5.74,293.46,90.17,10.53,49.96,8.06,6.77,14.07,71.40,4.69,1.57,4.42,7.16,252.70,-6.84,-2.13,None
00:,50.512160,-126.528138,-12590,5.76,287.70,93.33,10.53,49.96,8.06,6.77,14.45,69.65,4.69,1.57,4.42,7.54,249.29,-7.05,-2.67,None
00:,50.513697,-126.539067,-16498,5.28,279.84,341.42,10.53,49.96,8.06,6.77,14.47,66.22,4.69,1.57,4.42,7.59,242.75,-6.75,-3.48,None
00:,50.510857,-126.544240,-13716,4.66,183.37,57.21,10.53,49.96,8.06,6.77,14.19,37.37,4.69,1.57,4.42,9.17,193.36,-2.12,-8.92,None
00:,50.512329,-126.554672,-12642,5.34,288.25,335.21,10.53,49.96,8.06,6.77,14.17,70.25,4.69,1.57,4.42,7.26,250.44,-6.84,-2.43,None
00:,50.514957,-126.563801,-12398,4.13,319.28,307.22,10.53,49.96,8.06,6.77,11.23,69.39,4.69,1.57,4.42,4.33,248.35,-4.02,-1.60,None
00:,50.511477,-126.566903,-13553,6.51,184.96,54.45,10.53,49.96,8.06,6.77,14.86,35.56,4.69,1.57,4.42,9.97,192.46,-2.15,-9.74,None
01:00:,50.509253,-126.572675,-13874,5.20,312.53,311.16,10.53,49.96,8.06,6.77,12.68,74.01,4.69,1.57,4.42,5.81,258.72,-5.69,-1.14,None
01:05:,50.513353,-126.580695,-13897,4.40,312.83,306.45,10.53,49.96,8.06,6.77,11.68,75.59,4.69,1.57,4.42,4.85,263.49,-4.82,-0.55,None
01:,50.510234,-126.586533,-10455,4.38,228.39,13.00,10.53,49.96,8.06,6.77,14.15,50.19,4.69,1.57,4.42,8.01,213.15,-4.38,-6.71,None
01:,50.507389,-126.594975,-15720,4.99,244.41,3.99,10.53,49.96,8.06,6.77,15.22,54.68,4.69,1.57,4.42,8.75,222.61,-5.92,-6.44,None
01:,50.504522,-126.605339,-13576,5.44,239.58,6.51,10.53,49.96,8.06,6.77,15.96,54.38,4.69,1.57,4.42,9.49,223.04,-6.48,-6.94,None
01:,50.501469,-126.616409,-15242,5.65,231.55,5.67,10.53,49.96,8.06,6.77,15.96,53.82,4.69,1.57,4.42,9.52,222.13,-6.39,-7.06,None
01:,50.499387,-126.627534,-8102,2.16,358.53,270.37,10.53,49.96,8.06,6.77,15.01,63.43,4.69,1.57,4.42,8.19,237.85,-6.93,-4.36,None
01:,50.507249,-126.628528,-11797,5.85,344.06,276.14,10.53,49.96,8.06,6.77,9.24,87.07,4.69,1.57,4.42,3.33,304.54,-2.74,1.89,None
01:,50.513818,-126.633854,-12627,5.19,330.29,295.38,10.53,49.96,8.06,6.77,11.53,77.74,4.69,1.57,4.42,4.78,268.91,-4.78,-0.09,None
01:,50.519842,-126.640301,-8718,4.22,310.79,308.98,10.53,49.96,8.06,6.77,12.29,70.42,4.69,1.57,4.42,5.38,250.91,-5.09,-1.76,None
01:,50.524312,-126.645740,-12403,4.69,315.62,304.95,10.53,49.96,8.06,6.77,11.68,73.04,4.69,1.57,4.42,4.79,257.37,-4.68,-1.05,None
01:,50.528531,-126.651461,-11280,4.41,310.16,307.50,10.53,49.96,8.06,6.77,12.06,72.16,4.69,1.57,4.42,5.16,254.99,-4.98,-1.34,None
02:00:,50.532369,-126.658226,-12614,3.02,329.29,286.65,10.53,49.96,8.06,6.77,10.39,66.79,4.69,1.57,4.42,3.51,240.38,-3.05,-1.74,None
02:05:,50.536263,-126.660140,-12988,3.01,241.74,7.78,10.53,49.96,8.06,6.77,13.08,52.94,4.69,1.57,4.42,6.79,215.52,-3.94,-5.53,None
02:,50.535954,-126.666901,-13523,3.90,276.00,343.74,10.53,49.96,8.06,6.77,13.18,63.01,4.69,1.57,4.42,6.38,235.38,-5.25,-3.63,None
02:,50.537506,-126.674631,-15595,3.23,297.23,82.97,10.53,49.96,8.06,6.77,12.15,64.17,4.69,1.57,4.42,5.33,236.53,-4.44,-2.94,None
02:,50.540485,-126.677109,-11694,3.41,20.07,235.95,10.53,49.96,8.06,6.77,7.81,64.79,4.69,1.57,4.42,1.13,210.71,-0.58,-0.97,None
02:,50.546260,-126.679155,-11335,6.06,311.08,299.36,10.53,49.96,8.06,6.77,13.03,78.91,4.69,1.57,4.42,6.30,268.64,-6.30,-0.15,None
02:,50.549671,-126.688103,-12577,4.24,255.22,296.55,10.53,49.96,8.06,6.77,13.93,57.70,4.69,1.57,4.42,7.33,226.08,-5.28,-5.09,None
02:,50.553623,-126.691037,-17815,6.53,357.77,271.81,10.53,49.96,8.06,6.77,9.30,80.09,4.69,1.57,4.42,2.78,285.79,-2.67,0.76,None
02:,50.558919,-126.689300,-14735,3.89,331.43,288.61,10.53,49.96,8.06,6.77,12.37,57.07,4.69,1.57,4.42,5.85,221.69,-3.89,-4.37,None
02:,50.561507,-126.686256,-16964,1.80,86.70,345.33,10.53,49.96,8.06,6.77,9.15,43.20,4.69,1.57,4.42,4.32,176.95,0.23,-4.31,None
02:,50.565993,-126.681729,-12687,6.32,313.39,303.29,10.53,49.96,8.06,6.77,12.91,79.18,4.69,1.57,4.42,6.19,269.37,-6.19,-0.07,None
02:,50.569102,-126.688489,-12002,2.09,289.07,282.64,10.53,49.96,8.06,6.77,11.84,60.26,4.69,1.57,4.42,5.16,227.12,-3.78,-3.51,None
03:00:,50.570398,-126.694022,-14389,2.60,295.99,294.03,10.53,49.96,8.06,6.77,11.74,63.14,4.69,1.57,4.42,4.96,233.49,-3.98,-2.95,None
03:05:,50.571964,-126.699653,-13945,4.31,284.84,311.61,10.53,49.96,8.06,6.77,13.35,65.07,4.69,1.57,4.42,6.50,239.77,-5.61,-3.27,None
03:,50.575683,-126.696342,-15899,5.24,41.77,224.94,10.53,49.96,8.06,6.77,5.46,54.75,4.69,1.57,4.42,2.18,111.34,2.03,-0.79,None
03:,50.581138,-126.689151,-14965,5.62,36.40,344.77,10.53,49.96,8.06,6.77,5.23,64.56,4.69,1.57,4.42,1.77,86.47,1.77,0.11,None
03:,50.584221,-126.693376,-12833,5.09,283.66,320.04,10.53,49.96,8.06,6.77,14.04,66.97,4.69,1.57,4.42,7.15,243.99,-6.43,-3.14,None
03:,50.586075,-126.703683,-13414,4.79,283.96,319.92,10.53,49.96,8.06,6.77,13.63,66.88,4.69,1.57,4.42,6.74,243.64,-6.04,-2.99,None
03:,50.587292,-126.712628,-14554,4.29,264.40,328.74,10.53,49.96,8.06,6.77,13.18,62.91,4.69,1.57,4.42,6.38,235.19,-5.24,-3.64,None
03:,50.588065,-126.721891,-12513,2.82,266.94,98.90,10.53,49.96,8.06,6.77,12.90,57.52,4.69,1.57,4.42,6.33,223.84,-4.39,-4.57,None
03:,50.590291,-126.728949,-12851,5.71,331.02,287.31,10.53,49.96,8.06,6.77,11.19,80.52,4.69,1.57,4.42,4.57,276.47,-4.54,0.51,None
03:,50.597123,-126.734683,-12298,5.86,327.88,287.72,10.53,49.96,8.06,6.77,10.82,79.63,4.69,1.57,4.42,4.17,275.63,-4.15,0.41,None
03:00,50.603808,-126.738530,-14198,5.07,9.39,248.38,10.53,49.96,8.06,6.77,7.87,78.08,4.69,1.57,4.42,1.42,301.09,-1.21,0.73,None
03:00,50.606715,-126.742093,-14072,2.78,297.21,322.39,10.53,49.96,8.06,6.77,12.21,62.76,4.69,1.57,4.42,5.43,233.48,-4.37,-3.23,None
04:01:01,50.607658,-126.747748,-15031,1.48,275.09,351.53,10.53,49.96,8.06,6.77,12.03,58.66,4.69,1.57,4.42,5.43,224.12,-3.78,-3.90,None
04:06:02,50.611548,-126.749836,-16597,4.71,358.47,257.93,10.53,49.96,8.06,6.77,9.31,78.48,4.69,1.57,4.42,2.68,280.70,-2.63,0.50,None
04:03,50.615943,-126.752620,-18053,4.54,332.57,286.10,10.53,49.96,8.06,6.77,10.62,68.03,4.69,1.57,4.42,3.72,244.30,-3.36,-1.62,None
04:03,50.619099,-126.754759,-14369,2.75,356.30,254.48,10.53,49.96,8.06,6.77,9.16,70.34,4.69,1.57,4.42,2.26,251.24,-2.14,-0.73,None
04:04,50.621764,-126.755419,-17179,1.21,304.73,311.48,10.53,49.96,8.06,6.77,10.89,56.89,4.69,1.57,4.42,4.45,216.20,-2.63,-3.59,None
04:04,50.623036,-126.758388,-16830,1.67,308.54,298.72,10.53,49.96,8.06,6.77,11.04,59.65,4.69,1.57,4.42,4.43,223.29,-3.04,-3.22,None
04:05,50.625011,-126.760725,-16447,2.39,314.64,53.77,10.53,49.96,8.06,6.77,11.01,62.46,4.69,1.57,4.42,4.26,230.10,-3.27,-2.74,None
04:06,50.627093,-126.764722,-17319,2.14,303.31,304.72,10.53,49.96,8.06,6.77,11.33,60.73,4.69,1.57,4.42,4.65,226.81,-3.39,-3.18,None
04:06,50.629144,-126.768098,-16474,2.06,328.64,36.49,10.53,49.96,8.06,6.77,10.42,61.22,4.69,1.57,4.42,3.75,224.78,-2.64,-2.66,None
04:07,50.630473,-126.772683,-16689,2.60,8.31,253.70,10.53,49.96,8.06,6.77,9.04,61.98,4.69,1.57,4.42,2.41,218.27,-1.49,-1.89,None
04:07,50.636261,-126.773555,-18072,5.13,357.60,19.04,10.53,49.96,8.06,6.77,8.44,78.77,4.69,1.57,4.42,1.92,291.79,-1.78,0.71,None
04:08,50.643360,-126.776708,-17468,4.64,319.67,294.94,10.53,49.96,8.06,6.77,11.53,77.58,4.69,1.57,4.42,4.77,268.54,-4.77,-0.12,None
05:01:09,50.648178,-126.783830,-16560,3.56,303.99,301.17,10.53,49.96,8.06,6.77,11.70,68.19,4.69,1.57,4.42,4.80,245.52,-4.37,-1.99,None
05:06:09,50.651769,-126.791780,-14330,4.63,308.55,309.45,10.53,49.96,8.06,6.77,12.13,74.16,4.69,1.57,4.42,5.26,259.56,-5.17,-0.95,None
05:09,50.656366,-126.800479,-10110,4.98,311.39,66.14,10.53,49.96,8.06,6.77,12.30,73.56,4.69,1.57,4.42,5.42,258.02,-5.30,-1.13,None
05:,50.660659,-126.809563,-14889,5.23,299.74,313.95,10.53,49.96,8.06,6.77,12.93,73.75,4.69,1.57,4.42,6.05,257.97,-5.92,-1.26,None
05:,50.664830,-126.819078,-16135,5.20,302.69,72.71,10.53,49.96,8.06,6.77,13.06,72.32,4.69,1.57,4.42,6.16,254.87,-5.95,-1.61,None
05:,50.668739,-126.828339,-14532,4.78,304.29,316.00,10.53,49.96,8.06,6.77,12.57,72.11,4.69,1.57,4.42,5.67,254.62,-5.47,-1.51,None
05:,50.672663,-126.836813,-13875,4.64,311.97,304.75,10.53,49.96,8.06,6.77,12.17,72.34,4.69,1.57,4.42,5.28,255.33,-5.11,-1.34,None
05:,50.676748,-126.844847,-16000,4.63,307.22,315.11,10.53,49.96,8.06,6.77,12.43,71.83,4.69,1.57,4.42,5.53,254.05,-5.32,-1.52,None
05:,50.681225,-126.853197,-18699,5.50,307.87,313.72,10.53,49.96,8.06,6.77,12.52,73.23,4.69,1.57,4.42,5.64,257.14,-5.50,-1.25,None
05:,50.685227,-126.861419,-16545,4.31,310.92,77.65,10.53,49.96,8.06,6.77,11.99,70.76,4.69,1.57,4.42,5.08,251.72,-4.83,-1.59,None
05:,50.690135,-126.869205,-15770,5.62,333.82,297.37,10.53,49.96,8.06,6.77,11.53,76.68,4.69,1.57,4.42,4.73,266.39,-4.73,-0.30,None
05:,50.695479,-126.874157,-14164,5.36,332.56,294.10,10.53,49.96,8.06,6.77,10.48,74.56,4.69,1.57,4.42,3.64,263.14,-3.61,-0.43,None
06:01:,50.701735,-126.878713,-14512,6.46,332.01,289.37,10.53,49.96,8.06,6.77,11.16,82.81,4.69,1.57,4.42,4.68,281.83,-4.58,0.96,None
06:06:,50.703601,-126.886680,-18351,4.35,258.17,356.17,10.53,49.96,8.06,6.77,15.28,55.63,4.69,1.57,4.42,8.76,224.32,-6.12,-6.27,None
06:,50.701405,-126.896829,-15129,5.66,253.38,115.65,10.53,49.96,8.06,6.77,15.89,58.11,4.69,1.57,4.42,9.24,229.21,-7.00,-6.04,None
06:,50.701706,-126.905294,-12620,4.36,333.66,44.72,10.53,49.96,8.06,6.77,10.40,74.01,4.69,1.57,4.42,3.54,261.75,-3.50,-0.51,None
06:,50.707417,-126.909650,-14768,4.81,323.36,290.49,10.53,49.96,8.06,6.77,11.35,78.50,4.69,1.57,4.42,4.63,271.18,-4.63,0.10,None
06:,50.713298,-126.917272,-17535,4.89,323.62,289.16,10.53,49.96,8.06,6.77,11.94,77.38,4.69,1.57,4.42,5.17,267.21,-5.16,-0.25,None
06:,50.718875,-126.923828,-19084,5.87,322.52,283.30,10.53,49.96,8.06,6.77,11.69,79.42,4.69,1.57,4.42,5.00,272.42,-4.99,0.21,None
06:,50.725065,-126.929951,-16829,8.09,323.17,265.67,10.53,49.96,8.06,6.77,8.94,86.18,4.69,1.57,4.42,3.00,305.92,-2.43,1.76,None
06:,50.731479,-126.933032,-21260,4.36,355.81,253.47,10.53,49.96,8.06,6.77,10.03,72.19,4.69,1.57,4.42,3.14,256.90,-3.06,-0.71,None
06:,50.737600,-126.936064,-13279,5.14,329.95,277.18,10.53,49.96,8.06,6.77,11.48,76.90,4.69,1.57,4.42,4.69,267.02,-4.69,-0.24,None
06:,50.744457,-126.942168,-12918,6.31,339.55,274.74,10.53,49.96,8.06,6.77,10.93,80.76,4.69,1.57,4.42,4.34,277.96,-4.30,0.60,None
06:,50.750865,-126.948752,-21431,5.82,322.06,290.31,10.53,49.96,8.06,6.77,11.86,77.81,4.69,1.57,4.42,5.11,268.34,-5.10,-0.15,None
07:01:,50.756548,-126.955227,-18094,4.81,321.67,47.38,10.53,49.96,8.06,6.77,11.44,74.78,4.69,1.57,4.42,4.60,261.90,-4.55,-0.65,None
07:06:,50.762604,-126.962452,-19229,5.24,315.93,297.70,10.53,49.96,8.06,6.77,12.04,75.83,4.69,1.57,4.42,5.21,263.50,-5.18,-0.59,None
07:,50.767943,-126.969012,-9844,4.13,330.63,281.55,10.53,49.96,8.06,6.77,11.01,69.90,4.69,1.57,4.42,4.10,249.64,-3.85,-1.43,None
07:,50.771970,-126.974843,-12592,3.38,309.54,295.16,10.53,49.96,8.06,6.77,11.29,68.20,4.69,1.57,4.42,4.39,245.31,-3.99,-1.84,None
07:,50.770751,-126.982961,-14238,6.60,235.69,16.57,10.53,49.96,8.06,6.77,16.82,52.94,4.69,1.57,4.42,10.42,221.68,-6.93,-7.78,None
07:,50.765800,-126.994736,-8529,6.31,233.94,19.54,10.53,49.96,8.06,6.77,16.93,52.07,4.69,1.57,4.42,10.58,220.44,-6.86,-8.05,None
07:,50.761328,-127.007476,-14417,6.20,248.39,8.21,10.53,49.96,8.06,6.77,17.05,55.47,4.69,1.57,4.42,10.51,225.95,-7.56,-7.31,None
07:,50.758444,-127.021341,-19147,6.98,254.26,0.47,10.53,49.96,8.06,6.77,17.17,60.24,4.69,1.57,4.42,10.43,233.77,-8.41,-6.16,None
07:,50.756591,-127.035844,-13506,7.38,261.49,345.29,10.53,49.96,8.06,6.77,16.16,65.03,4.69,1.57,4.42,9.30,241.30,-8.16,-4.46,None
07:,50.756365,-127.051012,-14790,8.12,268.92,344.37,10.53,49.96,8.06,6.77,16.79,65.95,4.69,1.57,4.42,9.91,243.10,-8.84,-4.48,None
07:,50.754836,-127.065996,-21240,7.78,257.17,353.67,10.53,49.96,8.06,6.77,16.74,61.00,4.69,1.57,4.42,9.98,234.76,-8.15,-5.76,None
07:,50.753576,-127.079341,-18678,6.86,261.44,343.21,10.53,49.96,8.06,6.77,16.54,61.25,4.69,1.57,4.42,9.77,235.04,-8.01,-5.60,None
08:01:,50.753518,-127.093351,-13435,6.92,276.14,336.97,10.53,49.96,8.06,6.77,15.56,65.23,4.69,1.57,4.42,8.70,241.41,-7.64,-4.16,None
08:06:,50.754565,-127.107006,-17109,6.31,276.62,329.35,10.53,49.96,8.06,6.77,15.40,67.95,4.69,1.57,4.42,8.50,246.24,-7.78,-3.42,None
08:,50.756923,-127.120034,-18184,5.89,288.57,319.90,10.53,49.96,8.06,6.77,14.53,71.95,4.69,1.57,4.42,7.63,253.68,-7.33,-2.15,None
08:,50.759813,-127.132429,-17218,5.84,287.08,319.75,10.53,49.96,8.06,6.77,14.78,71.30,4.69,1.57,4.42,7.87,252.40,-7.50,-2.38,None
08:,50.762912,-127.143964,-13103,5.49,299.65,315.27,10.53,49.96,8.06,6.77,14.10,72.12,4.69,1.57,4.42,7.20,254.11,-6.92,-1.97,None
08:,50.765997,-127.155417,-17422,5.80,293.74,81.06,10.53,49.96,8.06,6.77,14.09,71.64,4.69,1.57,4.42,7.19,253.17,-6.88,-2.08,None
08:,50.769011,-127.166946,-17942,5.87,295.25,319.28,10.53,49.96,8.06,6.77,14.24,70.00,4.69,1.57,4.42,7.34,249.95,-6.89,-2.52,None
08:,50.772808,-127.175889,-18444,5.90,299.61,316.81,10.53,49.96,8.06,6.77,13.09,71.20,4.69,1.57,4.42,6.19,252.50,-5.90,-1.86,None
08:,50.776406,-127.186188,-12893,4.78,296.03,319.74,10.53,49.96,8.06,6.77,13.74,70.25,4.69,1.57,4.42,6.83,250.45,-6.43,-2.29,None
08:,50.779154,-127.197245,-16202,6.00,291.73,329.09,10.53,49.96,8.06,6.77,14.82,71.92,4.69,1.57,4.42,7.92,253.55,-7.60,-2.24,None
08:,50.781817,-127.209380,-17845,5.80,290.08,84.57,10.53,49.96,8.06,6.77,14.33,70.51,4.69,1.57,4.42,7.43,250.94,-7.02,-2.42,None
08:,50.784628,-127.221788,-15669,5.81,288.11,330.98,10.53,49.96,8.06,6.77,14.40,70.44,4.69,1.57,4.42,7.49,250.79,-7.07,-2.46,None
09:01:,50.788264,-127.233322,-10596,5.78,296.67,316.73,10.53,49.96,8.06,6.77,13.84,72.62,4.69,1.57,4.42,6.95,255.18,-6.72,-1.78,None
09:06:,50.791718,-127.245299,-13123,6.28,291.62,86.40,10.53,49.96,8.06,6.77,14.60,72.21,4.69,1.57,4.42,7.70,254.16,-7.41,-2.10,None
09:,50.795244,-127.257656,-18555,5.93,293.97,319.10,10.53,49.96,8.06,6.77,14.49,71.70,4.69,1.57,4.42,7.59,253.20,-7.27,-2.19,None
09:,50.798245,-127.269475,-15704,6.47,291.29,323.04,10.53,49.96,8.06,6.77,14.17,72.95,4.69,1.57,4.42,7.28,255.71,-7.06,-1.80,None
09:,50.801026,-127.281524,-17459,7.32,287.23,333.75,10.53,49.96,8.06,6.77,14.58,66.77,4.69,1.57,4.42,7.69,243.83,-6.90,-3.39,None
09:,50.802462,-127.293205,-28065,6.06,307.31,69.28,10.53,49.96,8.06,6.77,13.25,76.48,4.69,1.57,4.42,6.44,263.39,-6.39,-0.74,None
09:,50.806483,-127.302314,-14706,5.32,301.68,311.25,10.53,49.96,8.06,6.77,13.20,74.04,4.69,1.57,4.42,6.33,258.41,-6.20,-1.27,None
09:,50.810547,-127.312316,-15951,6.01,301.27,73.26,10.53,49.96,8.06,6.77,13.69,74.52,4.69,1.57,4.42,6.83,259.04,-6.70,-1.30,None
09:,50.814051,-127.322062,-16775,4.49,301.42,312.63,10.53,49.96,8.06,6.77,12.91,70.13,4.69,1.57,4.42,6.00,250.23,-5.65,-2.03,None
09:,50.816526,-127.330788,-15702,4.40,303.92,313.51,10.53,49.96,8.06,6.77,12.50,68.39,4.69,1.57,4.42,5.59,246.34,-5.12,-2.25,None
09:,50.818844,-127.337946,-13858,2.95,297.29,74.90,10.53,49.96,8.06,6.77,11.98,63.11,4.69,1.57,4.42,5.19,233.87,-4.20,-3.06,None
09:,50.820423,-127.343269,-13503,1.12,289.75,318.06,10.53,49.96,8.06,6.77,11.74,59.23,4.69,1.57,4.42,5.12,224.55,-3.59,-3.65,None
01:,50.821040,-127.344530,-17266,1.40,297.04,312.06,10.53,49.96,8.06,6.77,11.25,57.94,4.69,1.57,4.42,4.72,220.09,-3.04,-3.61,None
06:,50.822370,-127.347718,-17807,1.37,314.91,295.00,10.53,49.96,8.06,6.77,10.77,60.13,4.69,1.57,4.42,4.14,223.46,-2.85,-3.01,None
,50.823357,-127.352188,-19055,2.25,293.26,313.50,10.53,49.96,8.06,6.77,11.57,60.59,4.69,1.57,4.42,4.89,227.16,-3.58,-3.32,None
,50.824416,-127.356214,-18194,1.99,299.54,67.71,10.53,49.96,8.06,6.77,11.38,59.40,4.69,1.57,4.42,4.76,223.87,-3.30,-3.44,None
00,50.825496,-127.360846,-17575,4.09,274.21,335.70,10.53,49.96,8.06,6.77,13.71,61.19,4.69,1.57,4.42,6.97,232.42,-5.52,-4.25,None
01,50.826295,-127.368146,-19197,2.51,286.05,320.77,10.53,49.96,8.06,6.77,12.01,60.70,4.69,1.57,4.42,5.31,228.51,-3.98,-3.52,None
01,50.826513,-127.372933,-14806,2.15,247.27,353.06,10.53,49.96,8.06,6.77,12.45,50.88,4.69,1.57,4.42,6.34,209.92,-3.16,-5.50,None
02,50.826817,-127.375108,-14618,1.59,294.31,308.99,10.53,49.96,8.06,6.77,11.26,58.43,4.69,1.57,4.42,4.71,221.23,-3.10,-3.54,None
03,50.827973,-127.378551,-15300,1.89,304.72,66.80,10.53,49.96,8.06,6.77,11.18,59.37,4.69,1.57,4.42,4.57,223.13,-3.13,-3.34,None
04,50.829326,-127.381569,-14283,2.39,308.20,305.40,10.53,49.96,8.06,6.77,11.41,60.64,4.69,1.57,4.42,4.73,226.84,-3.45,-3.24,None
04,50.831277,-127.385966,-17788,2.05,308.27,296.55,10.53,49.96,8.06,6.77,10.50,65.57,4.69,1.57,4.42,3.65,237.09,-3.07,-1.99,None
04,50.833400,-127.391452,-12487,4.69,304.22,66.49,10.53,49.96,8.06,6.77,12.64,70.89,4.69,1.57,4.42,5.73,251.90,-5.45,-1.78,None
02:05,50.836715,-127.400537,-14033,4.20,306.07,307.64,10.53,49.96,8.06,6.77,12.60,70.22,4.69,1.57,4.42,5.69,250.43,-5.36,-1.91,None
07:06,50.839635,-127.409203,-16284,4.77,290.32,321.77,10.53,49.96,8.06,6.77,13.37,69.71,4.69,1.57,4.42,6.47,249.35,-6.05,-2.28,None
06,50.841915,-127.419897,-15541,4.99,285.32,324.19,10.53,49.96,8.06,6.77,14.04,66.45,4.69,1.57,4.42,7.16,242.98,-6.38,-3.25,None
06,50.844065,-127.430800,-14524,5.42,281.37,329.95,10.53,49.96,8.06,6.77,14.42,67.99,4.69,1.57,4.42,7.52,246.09,-6.87,-3.05,None
07,50.846520,-127.442942,-12416,6.13,287.43,86.18,10.53,49.96,8.06,6.77,14.76,70.46,4.69,1.57,4.42,7.85,250.82,-7.42,-2.58,None
08,50.848490,-127.454949,-14457,5.01,282.69,329.35,10.53,49.96,8.06,6.77,14.19,65.97,4.69,1.57,4.42,7.31,242.12,-6.46,-3.42,None
09,50.849908,-127.464153,-16599,3.62,281.40,329.45,10.53,49.96,8.06,6.77,12.61,63.67,4.69,1.57,4.42,5.80,236.07,-4.81,-3.24,None
,50.850566,-127.471325,-17218,3.84,289.03,323.52,10.53,49.96,8.06,6.77,13.22,65.04,4.69,1.57,4.42,6.37,239.60,-5.49,-3.22,None
,50.852553,-127.480607,-14782,4.06,287.34,323.41,10.53,49.96,8.06,6.77,13.17,69.14,4.69,1.57,4.42,6.27,248.14,-5.81,-2.33,None
,50.854601,-127.488747,-16522,3.66,292.95,320.20,10.53,49.96,8.06,6.77,12.67,64.70,4.69,1.57,4.42,5.82,238.35,-4.96,-3.06,None
,50.856333,-127.495803,-23206,3.70,290.00,323.55,10.53,49.96,8.06,6.77,12.71,64.49,4.69,1.57,4.42,5.87,237.95,-4.97,-3.11,None
,50.858016,-127.501939,-12318,3.13,293.78,80.66,10.53,49.96,8.06,6.77,12.24,63.23,4.69,1.57,4.42,5.44,234.56,-4.43,-3.16,None
02:,50.858734,-127.509511,-11979,3.81,268.02,345.03,10.53,49.96,8.06,6.77,13.90,60.07,4.69,1.57,4.42,7.20,230.50,-5.56,-4.58,None
